,0
487,"{'label': 'NEU', 'score': 0.8619976043701172}"
488,"{'label': 'NEU', 'score': 0.870543897151947}"
489,"{'label': 'NEU', 'score': 0.9180198311805725}"
490,"{'label': 'NEU', 'score': 0.9726395010948181}"
491,"{'label': 'NEU', 'score': 0.9293579459190369}"
492,"{'label': 'NEU', 'score': 0.9103624820709229}"
493,"{'label': 'NEU', 'score': 0.8619976043701172}"
494,"{'label': 'NEU', 'score': 0.870543897151947}"
495,"{'label': 'NEU', 'score': 0.9180198311805725}"
496,"{'label': 'NEU', 'score': 0.9726395010948181}"
497,"{'label': 'NEU', 'score': 0.9293579459190369}"
498,"{'label': 'NEU', 'score': 0.9736146330833435}"
499,"{'label': 'NEU', 'score': 0.9736146330833435}"
500,"{'label': 'NEU', 'score': 0.9736146330833435}"
501,"{'label': 'NEU', 'score': 0.9736146330833435}"
502,"{'label': 'NEU', 'score': 0.9736146330833435}"
503,"{'label': 'NEG', 'score': 0.9629545211791992}"
504,"{'label': 'NEU', 'score': 0.7927720546722412}"
505,"{'label': 'POS', 'score': 0.5966900587081909}"
506,"{'label': 'NEG', 'score': 0.9629545211791992}"
507,"{'label': 'NEU', 'score': 0.7927720546722412}"
508,"{'label': 'POS', 'score': 0.5966900587081909}"
509,"{'label': 'NEG', 'score': 0.9629545211791992}"
510,"{'label': 'NEU', 'score': 0.7927720546722412}"
511,"{'label': 'POS', 'score': 0.5966900587081909}"
512,"{'label': 'NEG', 'score': 0.9629545211791992}"
513,"{'label': 'NEU', 'score': 0.7927720546722412}"
514,"{'label': 'POS', 'score': 0.5966900587081909}"
515,"{'label': 'NEG', 'score': 0.9629545211791992}"
516,"{'label': 'NEU', 'score': 0.7927720546722412}"
517,"{'label': 'POS', 'score': 0.5966900587081909}"
518,"{'label': 'NEU', 'score': 0.9581260085105896}"
519,"{'label': 'NEU', 'score': 0.6768165230751038}"
520,"{'label': 'NEU', 'score': 0.6768165230751038}"
521,"{'label': 'NEU', 'score': 0.6768165230751038}"
522,"{'label': 'NEU', 'score': 0.6768165230751038}"
523,"{'label': 'NEU', 'score': 0.6768165230751038}"
524,"{'label': 'NEU', 'score': 0.963226318359375}"
525,"{'label': 'NEU', 'score': 0.9464065432548523}"
526,"{'label': 'NEU', 'score': 0.87184077501297}"
527,"{'label': 'POS', 'score': 0.9763835668563843}"
528,"{'label': 'POS', 'score': 0.9712460041046143}"
529,"{'label': 'NEU', 'score': 0.9740669131278992}"
530,"{'label': 'NEU', 'score': 0.87184077501297}"
531,"{'label': 'POS', 'score': 0.9763835668563843}"
532,"{'label': 'POS', 'score': 0.9712460041046143}"
533,"{'label': 'NEU', 'score': 0.9740669131278992}"
534,"{'label': 'NEU', 'score': 0.87184077501297}"
535,"{'label': 'POS', 'score': 0.9763835668563843}"
536,"{'label': 'POS', 'score': 0.9712460041046143}"
537,"{'label': 'NEU', 'score': 0.9740669131278992}"
538,"{'label': 'NEU', 'score': 0.87184077501297}"
539,"{'label': 'POS', 'score': 0.9763835668563843}"
540,"{'label': 'POS', 'score': 0.9712460041046143}"
541,"{'label': 'NEU', 'score': 0.9740669131278992}"
542,"{'label': 'NEU', 'score': 0.87184077501297}"
543,"{'label': 'POS', 'score': 0.9763835668563843}"
544,"{'label': 'POS', 'score': 0.9712460041046143}"
545,"{'label': 'NEU', 'score': 0.9740669131278992}"
546,"{'label': 'NEU', 'score': 0.926137387752533}"
547,"{'label': 'NEU', 'score': 0.652066171169281}"
548,"{'label': 'NEU', 'score': 0.6863592267036438}"
549,"{'label': 'NEU', 'score': 0.652066171169281}"
550,"{'label': 'NEU', 'score': 0.6863592267036438}"
551,"{'label': 'NEU', 'score': 0.652066171169281}"
552,"{'label': 'NEU', 'score': 0.6863592267036438}"
553,"{'label': 'NEU', 'score': 0.652066171169281}"
554,"{'label': 'NEU', 'score': 0.6863592267036438}"
555,"{'label': 'NEU', 'score': 0.652066171169281}"
556,"{'label': 'NEU', 'score': 0.6863592267036438}"
557,"{'label': 'NEU', 'score': 0.9611535668373108}"
558,"{'label': 'NEU', 'score': 0.9409376978874207}"
559,"{'label': 'NEU', 'score': 0.8405998349189758}"
560,"{'label': 'NEU', 'score': 0.8405998349189758}"
561,"{'label': 'NEU', 'score': 0.8405998349189758}"
562,"{'label': 'NEU', 'score': 0.8405998349189758}"
563,"{'label': 'NEU', 'score': 0.8405998349189758}"
564,"{'label': 'POS', 'score': 0.9820256233215332}"
565,"{'label': 'NEU', 'score': 0.9310827851295471}"
566,"{'label': 'NEU', 'score': 0.7811785936355591}"
567,"{'label': 'NEU', 'score': 0.5569103956222534}"
568,"{'label': 'NEU', 'score': 0.5569103956222534}"
569,"{'label': 'NEU', 'score': 0.5569103956222534}"
570,"{'label': 'NEU', 'score': 0.5569103956222534}"
571,"{'label': 'NEU', 'score': 0.5569103956222534}"
572,"{'label': 'NEU', 'score': 0.9253481030464172}"
573,"{'label': 'POS', 'score': 0.9650661945343018}"
574,"{'label': 'NEU', 'score': 0.9253481030464172}"
575,"{'label': 'POS', 'score': 0.9650661945343018}"
576,"{'label': 'NEU', 'score': 0.9253481030464172}"
577,"{'label': 'POS', 'score': 0.9650661945343018}"
578,"{'label': 'NEU', 'score': 0.9253481030464172}"
579,"{'label': 'POS', 'score': 0.9650661945343018}"
580,"{'label': 'NEU', 'score': 0.9253481030464172}"
581,"{'label': 'POS', 'score': 0.9650661945343018}"
582,"{'label': 'NEU', 'score': 0.9545705914497375}"
583,"{'label': 'NEU', 'score': 0.5149243474006653}"
584,"{'label': 'POS', 'score': 0.7872914671897888}"
585,"{'label': 'NEU', 'score': 0.9351979494094849}"
586,"{'label': 'NEU', 'score': 0.7878832817077637}"
587,"{'label': 'NEU', 'score': 0.7878832817077637}"
588,"{'label': 'NEU', 'score': 0.7878832817077637}"
589,"{'label': 'NEU', 'score': 0.7878832817077637}"
590,"{'label': 'NEU', 'score': 0.7878832817077637}"
591,"{'label': 'NEU', 'score': 0.6931232213973999}"
592,"{'label': 'POS', 'score': 0.9593784809112549}"
593,"{'label': 'NEU', 'score': 0.723290741443634}"
594,"{'label': 'NEU', 'score': 0.5215505957603455}"
595,"{'label': 'NEU', 'score': 0.7048547267913818}"
596,"{'label': 'NEU', 'score': 0.6928765773773193}"
597,"{'label': 'NEU', 'score': 0.5215505957603455}"
598,"{'label': 'NEU', 'score': 0.7048547267913818}"
599,"{'label': 'NEU', 'score': 0.6928765773773193}"
600,"{'label': 'NEU', 'score': 0.5215505957603455}"
601,"{'label': 'NEU', 'score': 0.7048547267913818}"
602,"{'label': 'NEU', 'score': 0.6928765773773193}"
603,"{'label': 'NEU', 'score': 0.5215505957603455}"
604,"{'label': 'NEU', 'score': 0.7048547267913818}"
605,"{'label': 'NEU', 'score': 0.6928765773773193}"
606,"{'label': 'NEU', 'score': 0.5215505957603455}"
607,"{'label': 'NEU', 'score': 0.7048547267913818}"
608,"{'label': 'NEU', 'score': 0.6928765773773193}"
609,"{'label': 'NEU', 'score': 0.9267651438713074}"
610,"{'label': 'NEU', 'score': 0.9364847540855408}"
611,"{'label': 'NEU', 'score': 0.9569185972213745}"
612,"{'label': 'NEU', 'score': 0.9569185972213745}"
613,"{'label': 'NEU', 'score': 0.9569185972213745}"
614,"{'label': 'NEU', 'score': 0.9569185972213745}"
615,"{'label': 'NEU', 'score': 0.9569185972213745}"
616,"{'label': 'POS', 'score': 0.9567804336547852}"
617,"{'label': 'POS', 'score': 0.9567804336547852}"
618,"{'label': 'POS', 'score': 0.9567804336547852}"
619,"{'label': 'POS', 'score': 0.9567804336547852}"
620,"{'label': 'POS', 'score': 0.9567804336547852}"
621,"{'label': 'NEU', 'score': 0.9556850790977478}"
622,"{'label': 'NEU', 'score': 0.9556850790977478}"
623,"{'label': 'NEU', 'score': 0.9556850790977478}"
624,"{'label': 'NEU', 'score': 0.9556850790977478}"
625,"{'label': 'NEU', 'score': 0.9556850790977478}"
626,"{'label': 'POS', 'score': 0.9787806272506714}"
627,"{'label': 'POS', 'score': 0.9898048639297485}"
628,"{'label': 'NEU', 'score': 0.9216254353523254}"
629,"{'label': 'POS', 'score': 0.9787806272506714}"
630,"{'label': 'POS', 'score': 0.9898048639297485}"
631,"{'label': 'NEU', 'score': 0.9216254353523254}"
632,"{'label': 'POS', 'score': 0.9787806272506714}"
633,"{'label': 'POS', 'score': 0.9898048639297485}"
634,"{'label': 'NEU', 'score': 0.9216254353523254}"
635,"{'label': 'POS', 'score': 0.9787806272506714}"
636,"{'label': 'POS', 'score': 0.9898048639297485}"
637,"{'label': 'NEU', 'score': 0.9216254353523254}"
638,"{'label': 'POS', 'score': 0.9787806272506714}"
639,"{'label': 'POS', 'score': 0.9898048639297485}"
640,"{'label': 'NEU', 'score': 0.9216254353523254}"
641,"{'label': 'NEG', 'score': 0.839246928691864}"
642,"{'label': 'NEU', 'score': 0.964558482170105}"
643,"{'label': 'POS', 'score': 0.5926258563995361}"
644,"{'label': 'POS', 'score': 0.5926258563995361}"
645,"{'label': 'POS', 'score': 0.5926258563995361}"
646,"{'label': 'POS', 'score': 0.5926258563995361}"
647,"{'label': 'POS', 'score': 0.5926258563995361}"
648,"{'label': 'POS', 'score': 0.7822144627571106}"
649,"{'label': 'NEU', 'score': 0.8266042470932007}"
650,"{'label': 'POS', 'score': 0.6364927887916565}"
651,"{'label': 'NEU', 'score': 0.5450260639190674}"
652,"{'label': 'POS', 'score': 0.6364927887916565}"
653,"{'label': 'NEU', 'score': 0.5450260639190674}"
654,"{'label': 'POS', 'score': 0.6364927887916565}"
655,"{'label': 'NEU', 'score': 0.5450260639190674}"
656,"{'label': 'POS', 'score': 0.6364927887916565}"
657,"{'label': 'NEU', 'score': 0.5450260639190674}"
658,"{'label': 'POS', 'score': 0.6364927887916565}"
659,"{'label': 'NEU', 'score': 0.5450260639190674}"
660,"{'label': 'NEU', 'score': 0.9599354267120361}"
661,"{'label': 'NEU', 'score': 0.7077299356460571}"
662,"{'label': 'NEU', 'score': 0.9579076170921326}"
663,"{'label': 'POS', 'score': 0.969556987285614}"
664,"{'label': 'NEU', 'score': 0.9579076170921326}"
665,"{'label': 'POS', 'score': 0.969556987285614}"
666,"{'label': 'NEU', 'score': 0.9579076170921326}"
667,"{'label': 'POS', 'score': 0.969556987285614}"
668,"{'label': 'NEU', 'score': 0.9579076170921326}"
669,"{'label': 'POS', 'score': 0.969556987285614}"
670,"{'label': 'NEU', 'score': 0.9579076170921326}"
671,"{'label': 'POS', 'score': 0.969556987285614}"
672,"{'label': 'POS', 'score': 0.8504618406295776}"
673,"{'label': 'POS', 'score': 0.8504618406295776}"
674,"{'label': 'POS', 'score': 0.8504618406295776}"
675,"{'label': 'POS', 'score': 0.8504618406295776}"
676,"{'label': 'POS', 'score': 0.8504618406295776}"
677,"{'label': 'NEU', 'score': 0.9373800158500671}"
678,"{'label': 'NEG', 'score': 0.9230133891105652}"
679,"{'label': 'NEU', 'score': 0.9696581959724426}"
680,"{'label': 'NEU', 'score': 0.9547091126441956}"
681,"{'label': 'NEU', 'score': 0.9733844995498657}"
682,"{'label': 'NEU', 'score': 0.9608190059661865}"
683,"{'label': 'NEG', 'score': 0.9230133891105652}"
684,"{'label': 'NEU', 'score': 0.9696581959724426}"
685,"{'label': 'NEU', 'score': 0.9547091126441956}"
686,"{'label': 'NEU', 'score': 0.9733844995498657}"
687,"{'label': 'NEU', 'score': 0.9608190059661865}"
688,"{'label': 'NEG', 'score': 0.9230133891105652}"
689,"{'label': 'NEU', 'score': 0.9696581959724426}"
690,"{'label': 'NEU', 'score': 0.9547091126441956}"
691,"{'label': 'NEU', 'score': 0.9733844995498657}"
692,"{'label': 'NEU', 'score': 0.9608190059661865}"
693,"{'label': 'NEG', 'score': 0.9230133891105652}"
694,"{'label': 'NEU', 'score': 0.9696581959724426}"
695,"{'label': 'NEU', 'score': 0.9547091126441956}"
696,"{'label': 'NEU', 'score': 0.9733844995498657}"
697,"{'label': 'NEU', 'score': 0.9608190059661865}"
698,"{'label': 'NEG', 'score': 0.9230133891105652}"
699,"{'label': 'NEU', 'score': 0.9696581959724426}"
700,"{'label': 'NEU', 'score': 0.9547091126441956}"
701,"{'label': 'NEU', 'score': 0.9733844995498657}"
702,"{'label': 'NEU', 'score': 0.9608190059661865}"
703,"{'label': 'POS', 'score': 0.6102638840675354}"
704,"{'label': 'NEU', 'score': 0.8271759748458862}"
705,"{'label': 'NEU', 'score': 0.9476748108863831}"
706,"{'label': 'NEG', 'score': 0.971612274646759}"
707,"{'label': 'NEU', 'score': 0.8271759748458862}"
708,"{'label': 'NEU', 'score': 0.9476748108863831}"
709,"{'label': 'NEG', 'score': 0.971612274646759}"
710,"{'label': 'NEU', 'score': 0.8271759748458862}"
711,"{'label': 'NEU', 'score': 0.9476748108863831}"
712,"{'label': 'NEG', 'score': 0.971612274646759}"
713,"{'label': 'NEU', 'score': 0.8271759748458862}"
714,"{'label': 'NEU', 'score': 0.9476748108863831}"
715,"{'label': 'NEG', 'score': 0.971612274646759}"
716,"{'label': 'NEU', 'score': 0.8271759748458862}"
717,"{'label': 'NEU', 'score': 0.9476748108863831}"
718,"{'label': 'NEG', 'score': 0.971612274646759}"
719,"{'label': 'NEU', 'score': 0.9538936018943787}"
720,"{'label': 'NEU', 'score': 0.963341474533081}"
721,"{'label': 'NEG', 'score': 0.894010066986084}"
722,"{'label': 'NEG', 'score': 0.9754083156585693}"
723,"{'label': 'NEG', 'score': 0.894010066986084}"
724,"{'label': 'NEG', 'score': 0.9754083156585693}"
725,"{'label': 'NEG', 'score': 0.894010066986084}"
726,"{'label': 'NEG', 'score': 0.9754083156585693}"
727,"{'label': 'NEG', 'score': 0.894010066986084}"
728,"{'label': 'NEG', 'score': 0.9754083156585693}"
729,"{'label': 'NEG', 'score': 0.894010066986084}"
730,"{'label': 'NEG', 'score': 0.9754083156585693}"
731,"{'label': 'NEU', 'score': 0.9119585752487183}"
732,"{'label': 'NEU', 'score': 0.887321412563324}"
733,"{'label': 'NEU', 'score': 0.9169691205024719}"
734,"{'label': 'NEU', 'score': 0.7718743085861206}"
735,"{'label': 'NEU', 'score': 0.887321412563324}"
736,"{'label': 'NEU', 'score': 0.9169691205024719}"
737,"{'label': 'NEU', 'score': 0.7718743085861206}"
738,"{'label': 'NEU', 'score': 0.887321412563324}"
739,"{'label': 'NEU', 'score': 0.9169691205024719}"
740,"{'label': 'NEU', 'score': 0.7718743085861206}"
741,"{'label': 'NEU', 'score': 0.887321412563324}"
742,"{'label': 'NEU', 'score': 0.9169691205024719}"
743,"{'label': 'NEU', 'score': 0.7718743085861206}"
744,"{'label': 'NEU', 'score': 0.887321412563324}"
745,"{'label': 'NEU', 'score': 0.9169691205024719}"
746,"{'label': 'NEU', 'score': 0.7718743085861206}"
747,"{'label': 'NEU', 'score': 0.9411205053329468}"
748,"{'label': 'NEU', 'score': 0.7999626398086548}"
749,"{'label': 'NEU', 'score': 0.9354496002197266}"
750,"{'label': 'POS', 'score': 0.9585248827934265}"
751,"{'label': 'POS', 'score': 0.9585248827934265}"
752,"{'label': 'POS', 'score': 0.9585248827934265}"
753,"{'label': 'POS', 'score': 0.9585248827934265}"
754,"{'label': 'POS', 'score': 0.9585248827934265}"
755,"{'label': 'NEU', 'score': 0.9666315913200378}"
756,"{'label': 'POS', 'score': 0.5841771960258484}"
757,"{'label': 'POS', 'score': 0.5841771960258484}"
758,"{'label': 'POS', 'score': 0.5841771960258484}"
759,"{'label': 'POS', 'score': 0.5841771960258484}"
760,"{'label': 'POS', 'score': 0.5841771960258484}"
761,"{'label': 'NEU', 'score': 0.874454140663147}"
762,"{'label': 'NEU', 'score': 0.8818603157997131}"
763,"{'label': 'NEU', 'score': 0.874454140663147}"
764,"{'label': 'NEU', 'score': 0.8818603157997131}"
765,"{'label': 'NEU', 'score': 0.874454140663147}"
766,"{'label': 'NEU', 'score': 0.8818603157997131}"
767,"{'label': 'NEU', 'score': 0.874454140663147}"
768,"{'label': 'NEU', 'score': 0.8818603157997131}"
769,"{'label': 'NEU', 'score': 0.874454140663147}"
770,"{'label': 'NEU', 'score': 0.8818603157997131}"
771,"{'label': 'NEU', 'score': 0.9494843482971191}"
772,"{'label': 'POS', 'score': 0.6815396547317505}"
773,"{'label': 'NEG', 'score': 0.5171881914138794}"
774,"{'label': 'NEU', 'score': 0.8528464436531067}"
775,"{'label': 'NEU', 'score': 0.8458453416824341}"
776,"{'label': 'NEU', 'score': 0.9514622688293457}"
777,"{'label': 'NEU', 'score': 0.8458453416824341}"
778,"{'label': 'NEU', 'score': 0.9514622688293457}"
779,"{'label': 'NEU', 'score': 0.8458453416824341}"
780,"{'label': 'NEU', 'score': 0.9514622688293457}"
781,"{'label': 'NEU', 'score': 0.8458453416824341}"
782,"{'label': 'NEU', 'score': 0.9514622688293457}"
783,"{'label': 'NEU', 'score': 0.8458453416824341}"
784,"{'label': 'NEU', 'score': 0.9514622688293457}"
785,"{'label': 'NEU', 'score': 0.9721993207931519}"
786,"{'label': 'NEG', 'score': 0.7383143305778503}"
787,"{'label': 'NEU', 'score': 0.910699188709259}"
788,"{'label': 'NEU', 'score': 0.8377058506011963}"
789,"{'label': 'NEG', 'score': 0.8246877193450928}"
790,"{'label': 'NEG', 'score': 0.7775545716285706}"
791,"{'label': 'POS', 'score': 0.983465313911438}"
792,"{'label': 'NEU', 'score': 0.8377058506011963}"
793,"{'label': 'NEG', 'score': 0.8246877193450928}"
794,"{'label': 'NEG', 'score': 0.7775545716285706}"
795,"{'label': 'POS', 'score': 0.983465313911438}"
796,"{'label': 'NEU', 'score': 0.8377058506011963}"
797,"{'label': 'NEG', 'score': 0.8246877193450928}"
798,"{'label': 'NEG', 'score': 0.7775545716285706}"
799,"{'label': 'POS', 'score': 0.983465313911438}"
800,"{'label': 'NEU', 'score': 0.8377058506011963}"
801,"{'label': 'NEG', 'score': 0.8246877193450928}"
802,"{'label': 'NEG', 'score': 0.7775545716285706}"
803,"{'label': 'POS', 'score': 0.983465313911438}"
804,"{'label': 'NEU', 'score': 0.8377058506011963}"
805,"{'label': 'NEG', 'score': 0.8246877193450928}"
806,"{'label': 'NEG', 'score': 0.7775545716285706}"
807,"{'label': 'POS', 'score': 0.983465313911438}"
808,"{'label': 'NEU', 'score': 0.8467093706130981}"
809,"{'label': 'NEU', 'score': 0.7706457376480103}"
810,"{'label': 'NEU', 'score': 0.9582225680351257}"
811,"{'label': 'NEU', 'score': 0.8890175819396973}"
812,"{'label': 'NEU', 'score': 0.9495456218719482}"
813,"{'label': 'NEU', 'score': 0.9495456218719482}"
814,"{'label': 'NEU', 'score': 0.9495456218719482}"
815,"{'label': 'NEU', 'score': 0.9495456218719482}"
816,"{'label': 'NEU', 'score': 0.9495456218719482}"
817,"{'label': 'NEU', 'score': 0.9259714484214783}"
818,"{'label': 'NEU', 'score': 0.8115453124046326}"
819,"{'label': 'NEU', 'score': 0.9562878012657166}"
820,"{'label': 'NEU', 'score': 0.9048230051994324}"
821,"{'label': 'NEU', 'score': 0.9259714484214783}"
822,"{'label': 'NEU', 'score': 0.8115453124046326}"
823,"{'label': 'NEU', 'score': 0.9562878012657166}"
824,"{'label': 'NEU', 'score': 0.9048230051994324}"
825,"{'label': 'NEU', 'score': 0.9259714484214783}"
826,"{'label': 'NEU', 'score': 0.8115453124046326}"
827,"{'label': 'NEU', 'score': 0.9562878012657166}"
828,"{'label': 'NEU', 'score': 0.9048230051994324}"
829,"{'label': 'NEU', 'score': 0.9259714484214783}"
830,"{'label': 'NEU', 'score': 0.8115453124046326}"
831,"{'label': 'NEU', 'score': 0.9562878012657166}"
832,"{'label': 'NEU', 'score': 0.9048230051994324}"
833,"{'label': 'NEU', 'score': 0.9259714484214783}"
834,"{'label': 'NEU', 'score': 0.8115453124046326}"
835,"{'label': 'NEU', 'score': 0.9562878012657166}"
836,"{'label': 'NEU', 'score': 0.9048230051994324}"
837,"{'label': 'NEU', 'score': 0.9544384479522705}"
838,"{'label': 'NEU', 'score': 0.642525851726532}"
839,"{'label': 'NEU', 'score': 0.642525851726532}"
840,"{'label': 'NEU', 'score': 0.642525851726532}"
841,"{'label': 'NEU', 'score': 0.642525851726532}"
842,"{'label': 'NEU', 'score': 0.642525851726532}"
843,"{'label': 'NEU', 'score': 0.8347342014312744}"
844,"{'label': 'POS', 'score': 0.789355456829071}"
845,"{'label': 'POS', 'score': 0.9836677312850952}"
846,"{'label': 'NEU', 'score': 0.8592981696128845}"
847,"{'label': 'POS', 'score': 0.789355456829071}"
848,"{'label': 'POS', 'score': 0.9836677312850952}"
849,"{'label': 'NEU', 'score': 0.8592981696128845}"
850,"{'label': 'POS', 'score': 0.789355456829071}"
851,"{'label': 'POS', 'score': 0.9836677312850952}"
852,"{'label': 'NEU', 'score': 0.8592981696128845}"
853,"{'label': 'POS', 'score': 0.789355456829071}"
854,"{'label': 'POS', 'score': 0.9836677312850952}"
855,"{'label': 'NEU', 'score': 0.8592981696128845}"
856,"{'label': 'POS', 'score': 0.789355456829071}"
857,"{'label': 'POS', 'score': 0.9836677312850952}"
858,"{'label': 'NEU', 'score': 0.8592981696128845}"
859,"{'label': 'NEU', 'score': 0.7557960748672485}"
860,"{'label': 'NEU', 'score': 0.8622834086418152}"
861,"{'label': 'NEU', 'score': 0.7557960748672485}"
862,"{'label': 'NEU', 'score': 0.8622834086418152}"
863,"{'label': 'NEU', 'score': 0.7557960748672485}"
864,"{'label': 'NEU', 'score': 0.8622834086418152}"
865,"{'label': 'NEU', 'score': 0.7557960748672485}"
866,"{'label': 'NEU', 'score': 0.8622834086418152}"
867,"{'label': 'NEU', 'score': 0.7557960748672485}"
868,"{'label': 'NEU', 'score': 0.8622834086418152}"
869,"{'label': 'NEU', 'score': 0.5825786590576172}"
